concept_category,concept,n_subj,color_set,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71
vegetable,eggplant,,uw71,0.072028302,0.152358491,0.686132075,0.727830189,0.073679245,0.179528302,0.559292453,0.930235849,0.771556604,0.404009434,0.079292453,0.118679245,0.159009434,0.158962264,0.938490566,0.650566038,0.52254717,0.740754717,0.387971698,0.137735849,0.077924528,0.156320755,0.101933962,0.088160377,0.217971698,0.12495283,0.147877358,0.176084906,0.174669811,0.200754717,0.532264151,0.24754717,0.130188679,0.160707547,0.106509434,0.196933962,0.159716981,0.553066038,0.468962264,0.361037736,0.23509434,0.355849057,0.233160377,0.20245283,0.202877358,0.169528302,0.145660377,0.073443396,0.080801887,0.059103774,0.472122642,0.434292453,0.354575472,0.439292453,0.367169811,0.301367925,0.194103774,0.134481132,0.180660377,0.098632075,0.087264151,0.067028302,0.072358491,0.374764151,0.388820755,0.386603774,0.305801887,0.194292453,0.111698113,0.098018868,0.086603774
fruit,grape,,uw71,0.138888889,0.24662037,0.695555556,0.659027778,0.136296296,0.231064815,0.565555556,0.853009259,0.669675926,0.412083333,0.107916667,0.138981481,0.183564815,0.135324074,0.869351852,0.660277778,0.48712963,0.755416667,0.443888889,0.269351852,0.101851852,0.171574074,0.121157407,0.115972222,0.071111111,0.106759259,0.095046296,0.100416667,0.090509259,0.064583333,0.650509259,0.270231481,0.200509259,0.273009259,0.227916667,0.30462963,0.263009259,0.459675926,0.586388889,0.412407407,0.246805556,0.225138889,0.143611111,0.124074074,0.121898148,0.174722222,0.154259259,0.135509259,0.2175,0.223333333,0.572222222,0.540185185,0.422083333,0.581851852,0.511388889,0.370972222,0.151111111,0.147268519,0.141111111,0.125,0.14037037,0.153333333,0.180555556,0.454768519,0.54,0.533240741,0.417777778,0.323796296,0.1425,0.141759259,0.124212963
activity,leisure,,uw71,0.605972222,0.559814815,0.577546296,0.462083333,0.59462963,0.566481481,0.63162037,0.461574074,0.532175926,0.41087963,0.622222222,0.562314815,0.63125,0.67162037,0.536990741,0.59037037,0.605740741,0.414444444,0.447824074,0.410555556,0.555833333,0.604490741,0.623333333,0.631296296,0.2675,0.317083333,0.365833333,0.52,0.495138889,0.483518519,0.46375,0.509212963,0.548842593,0.507222222,0.40212963,0.536851852,0.507824074,0.491759259,0.537916667,0.553101852,0.559351852,0.344814815,0.411574074,0.500972222,0.532453704,0.325694444,0.491944444,0.540185185,0.482222222,0.412638889,0.505925926,0.549305556,0.519212963,0.441064815,0.548611111,0.529583333,0.373194444,0.518796296,0.584722222,0.4325,0.569398148,0.421111111,0.390648148,0.476712963,0.500740741,0.491296296,0.478703704,0.517222222,0.555231481,0.566064815,0.498101852
vegetable,mushroom,,uw71,0.086933962,0.102735849,0.087735849,0.087641509,0.088867925,0.111839623,0.092735849,0.10990566,0.095,0.085377358,0.078867925,0.115943396,0.125849057,0.184858491,0.136273585,0.121509434,0.150707547,0.128254717,0.108773585,0.111084906,0.08259434,0.149386792,0.145330189,0.120424528,0.385330189,0.550424528,0.56745283,0.574716981,0.582688679,0.612735849,0.220990566,0.235660377,0.180754717,0.121603774,0.097358491,0.145141509,0.104669811,0.215754717,0.243584906,0.218066038,0.238820755,0.599245283,0.743160377,0.712075472,0.605283019,0.539811321,0.456745283,0.256886792,0.161037736,0.148396226,0.223915094,0.165707547,0.190943396,0.275801887,0.249292453,0.251367925,0.511084906,0.483867925,0.433207547,0.366981132,0.274481132,0.16004717,0.202264151,0.149198113,0.198915094,0.182122642,0.202122642,0.215707547,0.304669811,0.3025,0.211981132
fruit,peach,,uw71,0.080740741,0.077592593,0.096898148,0.131851852,0.075462963,0.086805556,0.097824074,0.12837963,0.146527778,0.196342593,0.073055556,0.083333333,0.084444444,0.086111111,0.124444444,0.185416667,0.233703704,0.180277778,0.285972222,0.24787037,0.076666667,0.122962963,0.086527778,0.102083333,0.085277778,0.064814815,0.074166667,0.096666667,0.110601852,0.102962963,0.257824074,0.474074074,0.630416667,0.478425926,0.279861111,0.10875,0.116666667,0.169212963,0.175787037,0.153981481,0.154259259,0.154166667,0.245509259,0.383564815,0.451527778,0.265231481,0.626574074,0.785185185,0.621527778,0.351296296,0.160092593,0.171157407,0.14787037,0.166574074,0.182175926,0.229074074,0.228101852,0.421435185,0.525185185,0.467777778,0.773101852,0.449305556,0.315138889,0.147314815,0.145555556,0.162916667,0.164074074,0.181944444,0.3475,0.45462963,0.581481481
property,reliability,,uw71,0.48787037,0.465277778,0.436203704,0.450138889,0.5275,0.48087963,0.536018519,0.41287037,0.432222222,0.409027778,0.522361111,0.447592593,0.495,0.551296296,0.411990741,0.451712963,0.526296296,0.439074074,0.463657407,0.422777778,0.484027778,0.536342593,0.501296296,0.514212963,0.305046296,0.370648148,0.398009259,0.590833333,0.602175926,0.593287037,0.443194444,0.529444444,0.547361111,0.534305556,0.428657407,0.436574074,0.434768519,0.447037037,0.450138889,0.512037037,0.473425926,0.359166667,0.385555556,0.477268519,0.575787037,0.399722222,0.469907407,0.535092593,0.502685185,0.382824074,0.476064815,0.430972222,0.461666667,0.402175926,0.508981481,0.440185185,0.41287037,0.547175926,0.520925926,0.490185185,0.514212963,0.447083333,0.395694444,0.384722222,0.461759259,0.427268519,0.419027778,0.417685185,0.496018519,0.546990741,0.527685185
property,safety,,uw71,0.537777778,0.467638889,0.455833333,0.328425926,0.557546296,0.504722222,0.494814815,0.42587963,0.402453704,0.370509259,0.552407407,0.502175926,0.56962963,0.638703704,0.418888889,0.5375,0.555787037,0.33912037,0.451805556,0.397361111,0.489583333,0.487916667,0.586157407,0.572083333,0.284398148,0.318657407,0.379490741,0.560509259,0.605787037,0.664953704,0.379768519,0.456157407,0.565462963,0.462407407,0.312777778,0.463101852,0.451203704,0.446481481,0.58375,0.558194444,0.512175926,0.329259259,0.388194444,0.57537037,0.584537037,0.40912037,0.488842593,0.512453704,0.469814815,0.325787037,0.464305556,0.500324074,0.498842593,0.47587963,0.569537037,0.505138889,0.439305556,0.549537037,0.566527778,0.461990741,0.513935185,0.398657407,0.321296296,0.46912037,0.520694444,0.473472222,0.456018519,0.536805556,0.534305556,0.525185185,0.493518519
activity,sleeping,,uw71,0.59337963,0.698611111,0.591388889,0.400277778,0.570092593,0.792546296,0.691805556,0.621111111,0.492916667,0.274907407,0.433287037,0.806342593,0.795324074,0.678842593,0.74962963,0.619537037,0.475601852,0.551481481,0.376666667,0.217453704,0.307731481,0.643101852,0.515972222,0.424166667,0.823796296,0.76875,0.712731481,0.616018519,0.395,0.455694444,0.631157407,0.515138889,0.418935185,0.341064815,0.208194444,0.36875,0.310277778,0.522592593,0.485694444,0.43537037,0.360416667,0.54087963,0.517685185,0.452268519,0.408240741,0.487314815,0.452453704,0.330509259,0.305046296,0.156898148,0.422546296,0.306944444,0.268703704,0.433888889,0.318888889,0.321712963,0.448425926,0.358055556,0.308148148,0.356157407,0.303935185,0.274953704,0.159907407,0.217962963,0.244444444,0.21375,0.255046296,0.223333333,0.25,0.266342593,0.247731481
property,speed,,uw71,0.518935185,0.424768519,0.432638889,0.499166667,0.455694444,0.336203704,0.41787037,0.33787037,0.412824074,0.614305556,0.549351852,0.256111111,0.29662037,0.368009259,0.224814815,0.340555556,0.44587963,0.335092593,0.446898148,0.611157407,0.589675926,0.325,0.44787037,0.53287037,0.249027778,0.232731481,0.203472222,0.343009259,0.53212963,0.458009259,0.243287037,0.304027778,0.468935185,0.400555556,0.590694444,0.591851852,0.615648148,0.334351852,0.395138889,0.461851852,0.463101852,0.212777778,0.230787037,0.337222222,0.411759259,0.259768519,0.321157407,0.418611111,0.53787037,0.691064815,0.531666667,0.625972222,0.583888889,0.382685185,0.506435185,0.534259259,0.286481481,0.442037037,0.4675,0.397453704,0.446527778,0.534907407,0.708888889,0.721157407,0.676064815,0.696805556,0.548148148,0.631435185,0.602962963,0.618101852,0.596944444
activity,working,,uw71,0.422916667,0.483425926,0.325185185,0.277453704,0.447962963,0.507824074,0.391064815,0.346018519,0.305833333,0.282175926,0.380555556,0.583981481,0.500833333,0.407222222,0.444490741,0.404953704,0.320648148,0.380324074,0.319444444,0.222638889,0.338796296,0.468935185,0.436018519,0.419166667,0.617175926,0.68125,0.65162037,0.652638889,0.569305556,0.576851852,0.510231481,0.405277778,0.330509259,0.34337963,0.233240741,0.415324074,0.380509259,0.55287037,0.552268519,0.449953704,0.423287037,0.531666667,0.566296296,0.510601852,0.486296296,0.505833333,0.494074074,0.310787037,0.375833333,0.325462963,0.491666667,0.445324074,0.420277778,0.513425926,0.431712963,0.365833333,0.505324074,0.42912037,0.460185185,0.426388889,0.379953704,0.431944444,0.37875,0.395787037,0.40287037,0.382916667,0.437222222,0.394861111,0.428148148,0.464212963,0.419027778
natural resources,sunshine,32,uw71,0.401171875,0.2059375,0.190859375,0.191796875,0.394296875,0.16125,0.18953125,0.133515625,0.224453125,0.238828125,0.478828125,0.14546875,0.156328125,0.343203125,0.092734375,0.147421875,0.27671875,0.1359375,0.232265625,0.29609375,0.3809375,0.187421875,0.3478125,0.392578125,0.008828125,0.00640625,0.052421875,0.28953125,0.51125,0.451015625,0.097578125,0.21671875,0.39140625,0.324140625,0.297265625,0.28609375,0.33765625,0.124921875,0.17578125,0.360625,0.40765625,0.062109375,0.2609375,0.541875,0.611328125,0.171953125,0.3203125,0.47171875,0.367578125,0.345,0.2575,0.33890625,0.37140625,0.22375,0.471796875,0.575390625,0.370546875,0.7825,0.775859375,0.55390625,0.6590625,0.6009375,0.394609375,0.361328125,0.378125,0.473359375,0.606171875,0.839296875,0.902734375,0.9315625,0.83453125
natural resources,shade,32,uw71,0.3346875,0.548046875,0.388515625,0.243203125,0.35015625,0.648203125,0.442890625,0.5521875,0.278671875,0.139375,0.13578125,0.76234375,0.641953125,0.2725,0.67484375,0.42546875,0.233203125,0.491640625,0.200390625,0.119609375,0.110703125,0.482109375,0.223828125,0.183203125,0.935546875,0.9490625,0.819375,0.432109375,0.108203125,0.180546875,0.6890625,0.398125,0.175390625,0.228671875,0.09203125,0.179453125,0.131015625,0.645625,0.48453125,0.20609375,0.136015625,0.76828125,0.610234375,0.274765625,0.151171875,0.625078125,0.43109375,0.191171875,0.1753125,0.085078125,0.323125,0.198828125,0.1284375,0.411640625,0.26640625,0.14484375,0.488828125,0.197265625,0.14515625,0.330703125,0.16984375,0.201328125,0.08,0.1359375,0.136953125,0.1215625,0.194375,0.118828125,0.13171875,0.094296875,0.1259375
